الخطأ,الصواب,التفسير
هَذَا جَحِيمٌ. ,هَذِهِ جَحِيمٌ. ,"يَشِيعُ بِشَكْلٍ كَبِيرٍ تَذْكِيرُ كَلِمَةِ جَحِيمٌ»، عَلَى الرَّغْمِ مِنْ أَنَّهَا لَفْظُ مُؤَنَّتُ مَحْضُ، وَالشَّوَاهِدُ عَلَى هَذَا كَثِيرَةٌ وَمِنْهَا مَثَلًا مَا جَاءَ فِي كِتَابِ «الْمُحْكَمُ وَالْمُحِيطُ الْأَعْظَمُ إِذْ قَالَ ابْنُ سِيدَهُ: «وَالْجَحِيمُ: النَّارُ الشَّدِيدَةُ التَّأْجُجِ وَقَالَ الزَّجَاجُ الْجَحِيمُ كُلُّ نَارٍ بَعْضُهَا فَوْقَ بَعْضٍ، وَهِيَ مُؤَنَّثَةٌ كَجَمِيعِ أَسْمَاءِ النَّارِ». كَمَا جَاءَ فِي مُعْجَمِ «مَقَايِيسُ اللُّغَةِ» لأبِي الْحُسَيْنِ أَحْمَدَ بْنِ فَارِسِ بْنِ :زَكَرِيَّا ... وَبِهِ سُمِّيَتِ الْجَحِيمُ جَحِيمًا». 
وَهُنَا تَعَامَلَ ابْنُ فَارِسٍ مَعَ الْجَحِيمُ» مُعَامَلَةَ الْمُؤَنَّثِ إِذْ قَالَ: «سُمِّيَتْ» وَلَمْ يَقُلْ: «سُمِّيَ». 
كَمَا وَرَدَتْ شَوَاهِدُ لِذَلِكَ فِي الْقُرْآنِ الْكَرِيمِ تَعَامَلَتْ مَعَ الْجَحِيمِ» عَلَى أَسَاسِ تَأْنيثِهَا، وَلَمْ يَرِدْ تَذْكِيرُهَا فِي أَيْ آيَةٍ مِنْهُ. 
وَمِنْ ذَلِكَ قَوْلُهُ (عَزَّ وَجَلٌ): ( وَبُرِّزَتِ ٱلۡجَحِيمُ لِلۡغَاوِينَ) (الشُّعَرَاءُ: 91). 
وَأَيْضًا قَوْلُهُ (جَلْ وَعَلَا): ﴿وَبُرِّزَتِ ٱلۡجَحِيمُ لِمَن يَرَىٰ ) النَّازِعَاتُ (36). 
وَقَوْلُهُ (جَلْ شَأْنُهُ): ﴿فَإِنَّ ٱلۡجَحِيمَ هِيَ ٱلۡمَأۡوَىٰ ) (النَّازِعَاتُ 39). 
وَقَوْلُهُ سُبْحَانَهُ وَتَعَالَى: ﴿وَإِذَا ٱلۡجَحِيمُ سُعِّرَتۡ) (التَّكْوِيرُ (12). 
وَقَوْلُهُ عَزَّ مِنْ قَائِلِ:(لَتَرَوُنَّ ٱلۡجَحِيمَ (6) ثُمَّ لَتَرَوُنَّهَا عَيۡنَ ٱلۡيَقِينِ (7)) (التَّكَاثُرُ: 6 و 7). 
وَقَدْ وَرَدَتْ كَلِمَةُ الْجَحِيمُ» فِي الْقُرْآنِ الْكَرِيمِ مَرَّاتٍ عَدِيدَةٌ خِلَافَ هَذِهِ الْمَرَّاتِ، وَلَكِنْ لَمْ يَتَّضِحْ فِيهَا إِشَارَةٌ إِلَى التَّأْنيثِ وَلَا التَّذْكِيرِ، لِهَذَا لَمْ نَذْكُرْهَا هُنَا. وَمِمَّا سَبَقَ يَتَّضِحُ لَنَا أَنَّ كَلِمَةَ «الْجَحِيمُ» كُلَمَةٌ مُؤَنَّثَةٌ، وَمِنَ الْخَطَا الشَّائِعِ تَذْكِيرُهَا."
هَذِهِ حِرْبَاءُ,هَذَا حِرْبَاءُ,"يَشِيعُ شُبُوعًا كَبِيرًا تَأْنِيتُ كَلِمَةِ «حِرْبَاءُ»، إِلَّا أَنَّ مَصَادِرَ اللُّغَةِ الْعَرَبِيّةِ تُؤَكِّدُ أَنْهَا كَلِمَةٌ مُذَكْرَةٌ. 
جَاءَ فِي الْمُحْكَمُ وَالْمُحِيطُ الْأَعْظَمُ»: «وَالْحِرْبَاءُ ذَكَرُ أُمْ حُبَيْنِ وَقِيلَ هُوَ دُوَيِبْةٌ نَحْوُ الْعَظَاءَةِ تَسْتَقْبِلُ الشَّمْسَ بِرَأْسِهَا يُقَالُ إِنَّهُ إِنَّمَا يَفْعَلُ ذَلِكَ لِيَقِيَ جَسَدَهُ بِرَأْسِهِ». وَجَاءَ فِي الصِّحَاحُ فِي اللُّغَةِ»: «وَالْحِرْبَاءُ أَكْبَرُ مِنَ الْعَظَاءَةِ شَيْئًا، يَسْتَقْبِلُ الشَّمْسَ وَيَدُورُ مَعَهَا». 
وَجَاءَ فِيهِ أَيْضًا: «وَالْحِرْباءُ يَشْبَحُ عَلَى الْعُودِ، أَيْ يَمْتَدُّ». 
وَجَاءَ فِي الْمُخَصَّصُ » لِابْنِ سِيدَهُ وَ الْمُزْهِرُ» لِلسِّيُوطِيُّ: «وَالْحِرْبَاءُ ذَكَرُ أم حُبَيْن. وَجَاءَ في «تَاجُ الْعَرُوسِ»: «وَالْحِرْبَاءُ: ذَكَرُ أُمْ حُبَيْنِ حَيَوَانٌ مَعْرُوفٌ أَوْ دُوَبِيَّةٌ نَحْوُ الْعَطَايَةِ أَوْ أَكْبَرُ». 
وَنُصُوصُ الْمَعَاجِمِ وَمَصَادِرِ اللُّغَةِ الَّتِي تُشِيرُ إِلَى أَنَّ الْحِرْبَاءَ ذَكَرٌ كَثِيرَةٌ، نَكْتَفِي مِنْهَا بِمَا أَوْرَدْنَا."
هَذِهِ رَأْسٌ كَبِيرَةٌ. ,هَذَا رَأْسٌ كَبِيرٌ.,"كَثِيرُونَ مِنَ الْمُتَكَلِّمِينَ وَالْكَاتِبِينَ بِالْفُصْحَى يُؤَذِّنُونَ وَيُذَكَّرُونَ كَلِمَةَ رَأْسٌ عَلَى السَّوَاءِ، وَهَذَا مِنَ الْخَطَّ الشَّائِعِ، فَالصِّوَابُ أَنَّهَا كَلِمَةٌ مُذَكْرَةٌ فَقَط وَلَا تُؤَنْتُ إطلاقا، وَقَدْ قَرَأْتُ فِي ذِكْرَيَاتُ الشَّيْخِ عَلِيٌّ الطَّنْطَاوِيُّ» عَلَيْهِ رَحْمَةُ اللهِ قَوْلَ بَعْضِ أَسَاتِذَتِهِ: «الْعَرَبُ لَا يُؤْنُثُونَ الرَّأْسَ وَلَا يُرئسُونَ الْأُنْثَى». 
وَيَتَّفِقُ هَذَا الْقَوْلُ مَعَ مَا جَاءَ فِي كُتُبِ اللُّغَةِ الْعَرَبِيَّةِ وَالْمَعَاجِمِ، فَقَدْ جَاءَ مَثَلًا فِي «تَاجُ الْعَرُوسِ»: «الرَّأْسُ : م أَيْ مَعْرُوفٌ)، وَأَجْمَعُوا عَلَى أَنَّهُ مُذَكَّرٌ». وَعَلَى هَذَا يَتَّضِحُ أَنَّهُ مِنَ الْخَطَا أَنْ نَتَعَامَلَ مَعَ كَلِمَةِ رَأْسٌ» عَلَى أَنْهَا مُؤَنِّثَةٌ. "
هَذَا الرَّحِمُ... ,هَذِهِ الرَّحِمُ... ,"كَثِيرًا مَا نُذَكْرُ كَلِمَةَ «الرَّحِمُ» وَنَتَعَامَلُ مَعَهَا عَلَى أَنْهَا لَفْظُ مُذَكَّرٌ، وَالصَّوَابُ فِيهَا أَنَّهَا مُؤَنْثَةٌ، وَالشَّوَاهِدُ عَلَى هَذَا كَثِيرَةٌ جِدًا، وَمِنْهَا مَا جَاءَ عَنْ رَبِّ الْعِزَّةِ جَلْ وَعَلَا عَلَى لِسَانِ نَبِيِّهِ الْكَرِيمِ (صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ حِينَ قَالَ: «أَنَا الرَّحْمَنُ خَلَقْتُ الرّحِمَ وَشَقَقْتُ لَهَا اسْمًا مِنَ اسْمِي، فَمَنْ وَصَلَهَا وَصَلْتُهُ وَمَنْ قَطَعَهَا قَطَعْتُهُ». 
وَوَاضِحٌ هُنَا أَنْ التَّعَامُلَ مَعَ الرَّحِمِ قَائِمٌ عَلَى أَسَاسِ أَنَّهَا مُؤَنَّثَةٌ. وَلَكِنْ قَدْ يَقُولُ قَائِلٌ إِنَّهَا يُمْكِنُ تَأْنِيتُهَا وَتَذْكِيرُهَا، وَلَكِنْ بِالْبَحْثِ فِي كُتُبِ التُّرَاتِ وَالْمَعَاجِمِ الْعَرَبِيَّةِ وَجَدْنَا أَنْ هَذِهِ الْكَلِمَةَ مُؤَنْتَةٌ فَقَط، فَقَدْ جَاءَ مَثَلًا فِي كِتَابِ الْمُحْكَمُ وَالْمُحِيطُ الْأَعْظَمُ لِابْنِ سِيدَهُ قَوْلُهُ: «وَالرَّحِمُ أَسْبَابُ الْقَرَابَةِ، وَأَصْلُهَا الرَّحِمُ الَّتِي هِيَ مَنْبَتُ الْوَلَدِ، وَهِيَ الرَّحْمُ... وَهِيَ أُنْثَى وَفِي الْحَدِيثِ: ""إِنَّ الرَّحِمَ شُجْنَةٌ مُعَلَّقَةٌ بِالْعَرْشِ، تَقُولُ اللَّهُمْ صِلْ مَنْ وَصَلَنِي وَاقْطَعْ مَنْ قَطَعَنِي""». 
كَمَا جَاءَ فِي لِسَانُ الْعَرَبِ»: «وَالرَّحِمُ رَحِيمُ الْأُنْثَى وَهِيَ مُؤَنَّثَةٌ، قَالَ ابْنُ بَرِّيٌّ شَاهِدُ تَأْنِيثِ الرَّحِمِ قَوْلُهُمْ رَحِمٌ مَعْقُومَةٌ وَقَوْلُ ابْنِ الرِّقَاعِ: حَرْفٌ تَشَدِّرَ عَنْ رَيَّانَ مُنْغَمِسٍ مُسْتَحْقَبِ رَزَأَتْهُ رَحْمُهَا الْجَمَلَا». وَمِنْ كُلِّ هَذَا يَتَّضِحُ لَنَا أَنَّ الرَّحِمَ كَلِمَةٌ مُؤَنَّثَةٌ وَلَا يَجُوزُ فِيهَا التَّذْكِيرُ. "
هَذَا رِيحٌ شَدِيدٌ. ,هَذِهِ رِيحٌ شَدِيدَةٌ. ,"يُذَكَّرُ كَثِيرُونَ كَلِمَةَ رِيحٌ» وَبَعْضَ مَا يَعْنِيهَا، عَلَى الرِّغْمِ مِنْ أَنْ مَصَادِرَ اللُّغَةِ تُؤَكِّدُ أَنَّ الرِّيحَ وَكُلِّ مَا يَعْنِيهَا مُؤَنَّثَةٌ، إِلَّا الْإِعْصَارَ فَلَا يَكُونُ إلَّا مُذكرًا. 
وَمِنْ شَوَاهِدِ ذَلِكَ مَا جَاءَ فِي الْمِصْبَاحُ الْمُنِيرُ» عَلَى لِسَانِ ابْنِ الْأَنْبَارِيُّ: وَقَالَ ابْنُ الْأَنْبَارِيُّ الرِّيحُ مُؤَنَّثَةٌ لَا عَلَامَةَ فِيهَا وَكَذَلِكَ سَائِرُ أَسْمَائِهَا إِلَّا الْإِعْصَارَ فَإِنَّهُ مُذَكَّرٌ». 
وَأَسْمَاءُ الرِّيحِ الْمَعْنِيَّةُ هُنَا هِيَ مِثْلُ الشِّمَالِ وَالْجَنُوبِ وَالْحَرُورِ وَالسَّمُومِ وَالصَّبَا وَالدِّبُورِ وَالنَّكْبَاءِ وَالصَّرْصَرِ وَالْعَقِيمِ وَالْجِرْبِيَاءِ (وَهِيَ رِيحُ الشِّمَالِ الْبَارِدَةُ) وَالنُّعَامَى وَهِيَ رِيحُ الْجَنُوبِ، وَكَذَلِكَ الرِّيحُ الَّتِي يُعْنَي بِهَا الرَّائِحَةُ فَتَقُولُ: شَمَمْتُ مِنْهُ رِيحًا طَيِّبَةٌ. 
كَمَا اتَّفَقَتْ عَلَى ذَلِكَ الْمَعَاجِمُ الْحَدِيثَةُ إِذْ جَاءَ فِي «الْمُعْجَمُ الْوَسِيط»: (الرِّيحُ): الْهَوَاءُ إِذَا تَحَرَّكَ. وَ- الرّائِحَةُ (مُؤَنْتُ)». "
هَذِهِ سِكِّينُ حَادَّةٌ.,هَذَا سِكِّينَ حَادٌ. ,"يَظُنُّ الْبَعْضُ أَنْ لَفْظَ «سِكِّينٌ» مُذَكِّرٌ فَقَط فَيُخَطِّنُ مَنْ يَقُولُ: «هَذِهِ سِكُينٌ»، وَلَكِنْ كُتُبَ اللُّغَةِ وَمَعَاجِمَهَا تَقُولُ إِنْ «سِكِّينٌ» مُذَكِّرَةٌ وَمُؤَنَّثَةٌ، فَقَدْ جَاءَ مَثَلًا فِي «تَهْذِيبُ اللُّغَةِ» لِلْأَزْهَرِيِّ: «وَالسِّكِّينُ تُؤَنَّثُ وَتُذَكَّرُ». كَمَا جَاءَ فِي الْمُعْجَمُ الْوَسِيط»: «السِّكِّينُ): الْمُدْيَةُ، وَهِيَ آلَهُ يُذْبَحُ بِهَا أَوْ يُقْطَعُ (يُذَكَّرُ وَيُؤَنِّتُ)». 
أَمَّا عَدَمُ اجْتِمَاعِ التَّذْكِيرِ وَالتَّأْنِيثِ فِي هَذَا الْبَابِ فَيَكُونُ مَعَ «السِّكِّينَةِ»، فَلَا يَجُوزُ أَنْ نَقُولَ: «هَذَا سِكِّينَةٌ»، بَلْ هُنَا يَكُونُ التَّأْنِيتُ وَاجِبًا فَنَقُولُ: «هَذِهِ سكينَةٌ»."
هَذِهِ عُرْسٌ جَمِيلَةٌ. ,هَذَا عُرْسٌ جَمِيلٌ. ,"يُظَنُّ أَنْ كَلِمَةَ «عُرْسٌ » هِيَ كَلِمَةٌ مُذَكِّرَةٌ مِنْ بَابِ الْمُذَكَّرِ الْمَجَازِيِّ فَقَط وَلَكِنْ الْمَعَاجِمَ اللُّغَوِيَّةَ وَكُتُبَ التُّرَاثِ تَقُولُ إِنْ هَذِهِ الْكَلِمَةَ مُؤَنْتَةٌ وَمُذَكَّرَةٌ، فَيُمْكِنُ أَنْ نَقُولَ: «هَذِهِ عُرْسٌ»، وَهَذَا عُرْسٌ»، وَيُجْمَعُ الْمُذَكَّرُ عَلَى «أَعْرَاسُ وَالْمُؤَنَّثُ عَلَى «عُرْسَاتٌ». 
وَقَدْ جَاءَ فِي الْمِصْبَاحُ الْمُنِيرُ»: «وَالْعُرْسُ بِالضُّمُ الزَّفَافُ وَيُذَكَّرُ وَيُؤَنَّثُ فَيُقَالُ هُوَ الْعُرْسُ وَالْجَمْعُ أَعْرَاسُ مِثْلُ قُفْلٍ وَأَقْفَالٍ، وَهِيَ الْعُرْسُ وَالْجَمْعُ عُرْسَاتٌ». "
,هِيَ عَرُوسٌ. ,"يَظُنُّ الْبَعْضُ أَنَّ كَلِمَةَ عَرُوسٌ» تُوصَفُ بِهَا الزِّوْجَةُ فَقَطْ لَيْلَةَ الْعُرْسِ، إِلَّا أَنْ كُتُبَ اللُّغَةِ تُؤَكِّدُ أَنَّ الْوَصْفَ بِهَذِهِ الْكَلِمَةِ يُقْصَدُ بِهِ الزَّوْجَةُ وَالزَّوْجُ لَيْلَةَ الْعُرْسِ وَتُجْمَعُ عَلَى «عُرُ» إِذَا كَانَتْ تُطْلَقُ عَلَى الذَّكَرِ، وَمُثَنَّاهَا «عَرُوسَانِ» لِجَمْعِ الزَّوْجِ وَالزَّوْجَةِ فِي إِعْرَاسِهِمَا، وَتُجْمَعُ عَلَى «عَرَائِسُ» إِذَا كَانَتْ تُطْلَقُ عَلَى الْأُنْثَى. 
جَاءَ فِي الْمِصْبَاحُ الْمُنِيرُ»: «الْعَرُوسُ وَصْفُ يَسْتَوِي فِيهِ الذَّكَرُ وَالأُنْثَى مَا دَامَا فِي إِعْرَاسِهِمَا، وَجَمْعُ الرَّجُلِ عُرُسٌ بِضَمْتَيْنِ مِثْلُ رَسُولٍ وَرُسُلٍ، وَجَمْعُ الْمَرْأَةِ عَرَائِسُ»."
,هُوَ عَرُوسٌ.,"يَظُنُّ الْبَعْضُ أَنَّ كَلِمَةَ عَرُوسٌ» تُوصَفُ بِهَا الزِّوْجَةُ فَقَطْ لَيْلَةَ الْعُرْسِ، إِلَّا أَنْ كُتُبَ اللُّغَةِ تُؤَكِّدُ أَنَّ الْوَصْفَ بِهَذِهِ الْكَلِمَةِ يُقْصَدُ بِهِ الزَّوْجَةُ وَالزَّوْجُ لَيْلَةَ الْعُرْسِ وَتُجْمَعُ عَلَى «عُرُ» إِذَا كَانَتْ تُطْلَقُ عَلَى الذَّكَرِ، وَمُثَنَّاهَا «عَرُوسَانِ» لِجَمْعِ الزَّوْجِ وَالزَّوْجَةِ فِي إِعْرَاسِهِمَا، وَتُجْمَعُ عَلَى «عَرَائِسُ» إِذَا كَانَتْ تُطْلَقُ عَلَى الْأُنْثَى. 
جَاءَ فِي الْمِصْبَاحُ الْمُنِيرُ»: «الْعَرُوسُ وَصْفُ يَسْتَوِي فِيهِ الذَّكَرُ وَالأُنْثَى مَا دَامَا فِي إِعْرَاسِهِمَا، وَجَمْعُ الرَّجُلِ عُرُسٌ بِضَمْتَيْنِ مِثْلُ رَسُولٍ وَرُسُلٍ، وَجَمْعُ الْمَرْأَةِ عَرَائِسُ»."
انْتَظَرْتُ عَشَرَ دَقَائِقَ وَإِحْدَى عَشَرَةَ ثَانِيَةٌ بِفَتْحِ الشَّينِ). ,انْتَظَرْتُ عَشْرَ دَقَائِقَ وَإِحْدَى عَشْرَةَ ثَانِيَةٌ بِتَسْكِينِ الشَّينِ).,"يَكْثُرُ الْخَلْطُ بَيْنَ فَتْحِ السِّينِ وَتَسْكِينِهَا فِي كَلِمَتَيْ «عَشَرٌ عَشْرٌ» وَ«عَشَرَةٌ عَشْرَةٌ»، وَهُوَ خَلْطٌ لَهُ أَكْثَرُ مِنْ سَبَبٍ، فَالْكَلِمَتَانِ مِنَ الْأَرْقَامِ، وَعَشْرٌ» (دُونَ تَاءٍ تُعَبُرُ عَنِ الْمُؤَنَّثِ إِذَا كَانَتْ مُفْرَدَةٌ، وَتُعَبِّرُ عَنِ الْمُذَكَّرِ إِذَا كَانَتْ مُرَكَّبَةٌ، وَ «عَشرَةٌ» (بِتَاءٍ) تُعَبُرُ عَنِ الْمُذَكِّرِ إِذَا كَانَتْ مُفْرَدَةٌ، وَتُعَبِّرُ عَنِ الْمُؤَنَّثِ إِذَا كَانَتْ مُرَكَّبَةٌ... وَمِنْ هُنَا كَثُرَ الْخَلْطُ بَيْنَ الْكَلِمَتَيْنِ، فَتَحِلُ كُلِّ مِنْهُمَا مَحَلَّ الْأُخْرَى خَطَاً. لَكِنْ مَصَادِرَ اللُّغَةِ الْعَرَبِيَّةِ تُؤَكِّدُ أَنْ فَتْحَ الشَّينِ (سَوَاءٌ وُجِدَتِ التَّاءُ أَوْ لَمْ تُوجَدْ يَعْنِي أَنَّ الْمَعْدُودَ مُذَكَّرٌ، وَأَنْ تَسْكِينَ الشَّينِ سَوَاءٌ وُجِدَتِ التَّاءُ أَوْ لَمْ تُوجَدْ) يَعْنِي أَنَّ الْمَعْدُودَ مُؤَنَّتٌ. 
فَقَدْ جَاءَ مَثَلًا فِي الْمُعْجَمُ الْوَسِيط»: «الْعَشْرُ) مُؤَنَّثُ الْعَشَرَةِ فِي غَيْرِ التركيب. يُقَالُ: عَشْرُ نِسْوَةٍ وَعَشَرَةٌ رِجَالٍ». 
كَمَا جَاءَ فِي مُعْجَمِ كِتَابُ الْعَيْنِ»: «وَتَقُولُ: عَشْرُ نِسْوَةٍ، وَإِحْدَى عَشْرَةَ امْرَأَةٌ، وَعَشَرَةُ رِجَالٍ، وَأَحَدَ عَشَرَ رَجُلًا وَثَلَاثَةَ عَشَرَ رَجُلًا». 
كَمَا جَاءَ فِي الْمِصْبَاحُ الْمُنِيرُ»: «وَالْعَشَرَةُ بِالْهَاءِ عَدَدْ لِلْمُذَكَّرِ يُقَالُ عَشَرَةُ رِجَالٍ وَعَشَرَةُ أَيَّامٍ وَالْعَشْرُ بِغَيْرِ هَاءٍ عَدَدْ لِلْمُؤَنَّثِ يُقَالُ عَشْرُ نِسْوَةٍ وَعَشْرُ ليال». 
هَذَا بَعْضُ مِنْ شَوَاهِدِ الْمَعَاجِمِ الْعَرَبِيَّةِ الَّتِي تُؤَكِّدُ أَنَّ «عَشَرٌ» بِفَتْحِ الشَّينِ 
(بِالتَّاءِ وَدُونَهَا) لِلْمُذَكَّرِ وَعَشْرٌ » بِتَسْكِينِ الشَّينِ (بِالتَّاءِ وَدُونَهَا) لِلْمُؤَنَّثِ. وَيُعَضُدُ هَذَا مَا جَاءَ فِي الْقُرْآنِ الْكَرِيمِ، فَقَدْ قَالَ ( تَعَالَى ): ﴿وَإِذِ ٱسۡتَسۡقَىٰ مُوسَىٰ لِقَوۡمِهِۦ فَقُلۡنَا ٱضۡرِب بِّعَصَاكَ ٱلۡحَجَرَۖ فَٱنفَجَرَتۡ مِنۡهُ ٱثۡنَتَا عَشۡرَةَ عَيۡنٗاۖ) الْبَقَرَةُ : مِنَ الْآيَةِ (60) وَالشَّينُ هُنَا سَاكِنَةٌ لِأَنَّ الْمَعْدُودَ مُؤَنَّتٌ وَهُوَ «عَيْنًا». كَمَا قَالَ جَلَّ شَأْنُهُ): ﴿فَمَن لَّمۡ يَجِدۡ فَصِيَامُ ثَلَٰثَةِ أَيَّامٖ فِي ٱلۡحَجِّ وَسَبۡعَةٍ إِذَا رَجَعۡتُمۡۗ تِلۡكَ عَشَرَةٞ كَامِلَةٞۗ) الْبَقَرَةُ: مِنَ الْآيَةِ (196. وَالشَّينُ هُنَا مَفْتُوحَةٌ لِأَنَّ الْمَعْدُودَ مُقَدِّر بـ«أَيَّامٍ»، وَالْأَيَّامُ مُفْرَدُهَا «يَوْمٌ»، وَهُوَ مُذَكَّرٌ. 
وَقَالَ سُبْحَانَهُ وَتَعَالَى): (وَٱلَّذِينَ يُتَوَفَّوۡنَ مِنكُمۡ وَيَذَرُونَ أَزۡوَٰجٗا يَتَرَبَّصۡنَ بِأَنفُسِهِنَّ أَرۡبَعَةَ أَشۡهُرٖ وَعَشۡرٗاۖ﴾ الْبَقَرَةُ : مِنَ الْآيَةِ (234). وَالْمَعْدُودُ هُنَا مُؤَنَّثُ تَقْدِيرُهُ «لَيَالِ»، وَاللَّيَالِي مُفْرَدُهَا «لَيْلَةٌ»، وَهِيَ مُؤَنَّثَةٌ. 
وَبِنَفْسِ النَّسَقِ نَجِدُ بَقِيَّةَ مَا جَاءَ فِي الْقُرْآنِ الْكَرِيمِ مِنْ ذِكْرٍ لأَيِّ مِنَ الْأَلْفَاظِ الْأَرْبَعَةِ: «عَشْرٌ» وَ«عَشَرٌ» وَ«عَشْرَةٌ» وَ«عَشَرَةٌ»، وَمِنْهَا: 
- (وَبَعَثۡنَا مِنۡهُمُ ٱثۡنَيۡ عَشَرَ نَقِيبٗاۖ ) (الْمَائِدَةُ: مِنَ الْآيَةِ (12). 
- (فَكَفَّٰرَتُهُۥٓ إِطۡعَامُ عَشَرَةِ مَسَٰكِينَ) (الْمَائِدَةُ: مِنَ الْآيَةِ (89). 
(وَوَٰعَدۡنَا مُوسَىٰ ثَلَٰثِينَ لَيۡلَةٗ وَأَتۡمَمۡنَٰهَا بِعَشۡرٖ) الْأَعْرَافُ: مِنَ الْآيَةِ .(142 
- (فَٱنۢبَجَسَتۡ مِنۡهُ ٱثۡنَتَا عَشۡرَةَ عَيۡنٗاۖ ﴾ (الْأَعْرَافُ: مِنَ الْآيَةِ (160).
 -( إِنَّ عِدَّةَ ٱلشُّهُورِ عِندَ ٱللَّهِ ٱثۡنَا عَشَرَ شَهۡرٗا ﴾ (التَّوْبَةُ: مِنَ الْآيَةِ (36). 
- (أَمۡ يَقُولُونَ ٱفۡتَرَىٰهُۖ قُلۡ فَأۡتُواْ بِعَشۡرِ سُوَرٖ مِّثۡلِهِۦ مُفۡتَرَيَٰتٖ) (هُودٌ: مِنَ الْآيَةِ .(13 
(إِذۡ قَالَ يُوسُفُ لِأَبِيهِ يَٰٓأَبَتِ إِنِّي رَأَيۡتُ أَحَدَ عَشَرَ كَوۡكَبٗا ) (يُوسُفُ: مِنَ الْآيَةِ 4). 
- قَالَ إِنَّتِي أُرِيدُ أَنْ أُنكِحَكَ إِحْدَى ابْنَتَى هَتَيْنِ عَلَى أَن تَأْجُرَنِي ثَمَنِى حِجَجٍ فَإِنْ أَتْمَمْتَ عَشْرًا فَمِنْ عِندِكَ ﴾ (الْقَصَصُ مِنَ الْآيَةِ (27) . 
- وَلَيَالٍ عَشْرِ) (الْفَجْرُ: 2). 
- هَذِهِ الْمَوَاضِعُ وَغَيْرُهَا فِي الْقُرْآنِ الْكَرِيمِ وَمَا جَاءَ فِي مَعَاجِمِ اللُّغَةِ الْعَرَبِيَّةِ تُؤَكِّدُ أَنْ فَتْحَ الشَّينِ يَعْنِي أَنَّ الْمَعْدُودَ مُذَكَّرٌ، وَأَنْ تَسْكِينَهَا يَعْنِي أَنْ الْمَعْدُودَ مُؤَنَّتُ. "
